report_id,year,effective_date,company,study_type,concentrate_id,concentrate_name,concentrate_type,tc_usd_per_dmt,cu_rc_usd_per_lb,zn_rc_usd_per_lb,ag_rc_usd_per_oz,au_rc_usd_per_oz,cu_grade_pct,zn_grade_pct,ag_grade_gpt,au_grade_gpt,moisture_pct,cu_payability_pct,zn_payability_pct,ag_payability_pct,au_payability_pct
2011a-000020335 Quadra FNX Mining Ltd-f1-01756742_2-1-1,,2011-06-08,Quadra FNX Mining Ltd,FS,1,copper_concentrate,copper,,,,,,30.34,,,3.3,9,,,,
2011a-000020823 Equinox Minerals Limited-f1-01709025_1-1-1,,2011-03-07,Equinox Minerals Limited,FS,1,copper_concentrate,copper,70,0.07,,,,25,,76.7,1.92,,,,,
2011a-000022748 Explorator Resources Inc-f1-01705689_1-1-1,,2011-01-20,Explorator Resources Inc,PEA,1,copper_gold_concentrate,copper,65,0.065,,,,29,,,5,,96.55,,,95
2011a-000024683 Ventana Gold Corp-f1-01648578_1-19-1,,2010-11-08,Ventana Gold Corp,PEA,1,copper_concentrate,copper,60,0.3,,0.6,10,16.2,,1960,246,,96.5,,90,96
2011a-000024750 South American Silver Corp-f1-01745188_1-1-1,,2011-05-10,South American Silver Corp,PEA,2,zinc_concentrate,zinc,0.14,,,,,,14,,,,,85,,
2011a-000026050 Josephine Mining Corp. ( Green Park Capital Corp.)-f1-01717587_1-1-1,,2010-05-17,Josephine Mining Corp. ( Green Park Capital Corp.),PEA,1,copper_concentrate,copper,80.17107867,0.08,,,2,28.2,4.8,3,1.31,10,95.2,,77,97
2011a-000026050 Josephine Mining Corp. ( Green Park Capital Corp.)-f1-01717587_1-1-1,,2010-05-17,Josephine Mining Corp. ( Green Park Capital Corp.),PEA,2,zinc_concentrate,zinc,200.4221851,,,,,2.68,53,4.2,0.07,10,,95,,
2011a-000027349 Fire River Gold Corp-f1-01710622_1-1-1,,2011-02-25,Fire River Gold Corp,PEA,1,copper_concentrate,copper,,,,,0.75,16.6,,277,450,,,,,99.875
2011b-000000880 NovaGold Resources Inc-f1-01801094_1-1-1,,2011-07-27,NovaGold Resources Inc,PFS,1,copper_concentrate,copper,70,0.07,,0.4,6,28,,205,12.4,8,96.5,,90,90
2011b-000006077 Stratabound Minerals Corp-f1-01836274_1-1-1,,2011-11-23,Stratabound Minerals Corp,PEA,1,zinc_concentrate,zinc,965,,,,,,54.8,,,,,,,
2011b-000006077 Stratabound Minerals Corp-f1-01836274_1-1-1,,2011-11-23,Stratabound Minerals Corp,PEA,3,copper_concentrate,copper,2030,,,,,,,,,,,,,
2011b-000008176 Buchans Minerals Corporation-f1-01784373_1-1-1,,2011-08-11,Buchans Minerals Corporation,PEA,2,copper_concentrate,copper,,0.04901335,,,,24.1,,37.8,,8,96.5,,,
2011b-000008176 Buchans Minerals Corporation-f1-01784373_1-1-1,,2011-08-11,Buchans Minerals Corporation,PEA,3,zinc_concentrate,zinc,,,,,,,53,,,8,,85,,
2011b-000008301 Trevali Resources Corp-f1-01720656_1-6-1,,2010-10-18,Trevali Resources Corp,PEA,1,zinc_concentrate,zinc,180,,,,,0.19,53,57,,8,,85,95,
2011b-000008301 Trevali Resources Corp-f1-01720656_1-6-1,,2010-10-18,Trevali Resources Corp,PEA,2,copper_concentrate,copper,85,0.085,,0.35,,20.13,8.18,300,,8,,,95,
2011b-000008911 Monument Mining Limited-f1-01836878_1-1-1,,2011,Monument Mining Limited,FS,1,copper_concentrate,copper,819.6721311,,,,,22,,63.9,5.6,8.5,95.45,,90,95
2011b-000012509 Thompson Creek Metals Company Inc-f1-01811366_3-1-1,,2009-10-13,Thompson Creek Metals Company Inc,FS,1,copper_concentrate,copper,70,0.07,,0.6,8,26.45,,80.3,43.66,9,,,90,97.5
2011b-000014497 European Goldfields Limited-f1-01773339_1-1-1,,2011-07-14,European Goldfields Limited,FS,3,zinc_concentrate,zinc,135,,,,,,51,,,,,84,70,
2011b-000024219 Zincore Metals Inc-f1-01826319_1-1-1,,2011-09-01,Zincore Metals Inc,PEA,2,zinc_concentrate,zinc,,,,,,,,,,,,99,,
2011b-000025328 OceanaGold Corporation-f1-01778474_1-1-1,,2011-07-29,OceanaGold Corporation,FS,1,copper_gold_concentrate,copper,80,0.08,,,6,27.5,,,40.7,10,96.7,,,97.5
2011b-000030669 Ivanhoe Australia Limited-f1-01816075_1-1-2,,2011-10-10,Ivanhoe Australia Limited,PFS,2,copper_concentrate,copper,,,,,,,,80,4,,,,,
2012-000001691 HudBay Minerals Inc-f1-01884181_1-1-1,2012,2012-03-29,HudBay Minerals Inc,PFS,1,zinc_concentrate,zinc,381.3644596,,,,,,55,,,8,,100,,
2012-000001691 HudBay Minerals Inc-f1-01977687_3-1-1,2012,2012-10-15,HudBay Minerals Inc,FS,1,copper_concentrate,copper,80,0.07,,0.45,4.5,26.8,3.3,219,2.1,9,96.5,,97,97
2012-000001767 Dundee Precious Metals Inc-f1-01959503_2-1-1,2012,2012-09-07,Dundee Precious Metals Inc,PEA,1,copper_concentrate,copper,185,0.115,,0.45,4.5,16.5,,,25,8,94,,90,93
2012-000001787 Teck Resources Limited-f1-01921315_3-1-1,2012,2012-04-24,Teck Resources Limited,FS,1,copper_concentrate,copper,70,0.07,,,,26.5,,60,0.75,8,96.5,,,
2012-000002178 Silver Standard Resources Inc-f1-01998654_1-1-1,2012,2012-12-14,Silver Standard Resources Inc,FS,2,zinc_concentrate,zinc,260,,,0.5,,,45.6,604,,10,,85,75,
2012-000002331 Orsu Metals Corporation-f1-01880475_1-1-1,2012,2012-03-27,Orsu Metals Corporation,FS,1,copper_concentrate,copper,,,,,,27.9,,,,,,,,
2012-000002549 Ivanhoe Mines Ltd-f1-01884950_1-1-1,2012,2012-03-29,Ivanhoe Mines Ltd,PFS,1,copper_gold_concentrate,copper,70,0.07,,,5,30,,63.9,10.21,9,96.5,,90,
2012-000002894 Abacus Mining & Exploration Corp-f1-01846955_1-1-1,2012,2012-01-06,Abacus Mining & Exploration Corp,FS,1,copper_concentrate,copper,68,0.068,,,5,25,,,15.6,8.5,96.5,,,97.5
2012-000003219 Petaquilla Minerals Ltd-f1-01963633_2-1-1,2012,2012-09-24,Petaquilla Minerals Ltd,PFS,1,copper_gold_concentrate,copper,75,0.075,,,,25,,,6,,,,,
2012-000003339 Noront Resources Ltd-f1-01971248_1-1-1,2012,2012-09-04,Noront Resources Ltd,FS,1,nickel_copper_concentrate,copper,150,,,,,5.7,,13,1,1,75,,,74.2
2012-000004818 New Gold Inc-f1-01877712_2-1-1,2012,2012-03-23,New Gold Inc,FS,1,copper_concentrate,copper,,,,,,29.6,,,,8,,,,
2012-000005760 Sunridge Gold Corp-f1-01923758_4-1-1,2012,2012-05-01,Sunridge Gold Corp,PFS,1,copper_concentrate,copper,65,0.07,,2.5,18,25.5,,307,9.4,10,97,,90,90
2012-000005760 Sunridge Gold Corp-f1-01923758_4-1-1,2012,2012-05-01,Sunridge Gold Corp,PFS,2,zinc_concentrate,zinc,240,,,,,,60.5,,,7.5,,85,,
2012-000005801 Exeter Resource Corporation-f1-01849096_1-1-1,2012,2012-01-16,Exeter Resource Corporation,PFS,1,copper_concentrate,copper,85,0.085,,0.5,6,26,,90,40,8.5,96.5,,90,97.5
2012-000006210 SILVERCORP METALS INC-f1-01856000_1-1-1,2012,2012-01-23,SILVERCORP METALS INC,PFS,2,zinc_concentrate,zinc,,,,,,,48.95,268,,,,,,
2012-000006210 SILVERCORP METALS INC-f1-01984618_6-1-1,2012,2012-11-15,SILVERCORP METALS INC,PEA,2,zinc_concentrate,zinc,244.5652174,,,,,,59.16,,,8,,85,,
2012-000008330 Queenston Mining Inc-f1-01883856_1-1-1,2012,2012-02-16,Queenston Mining Inc,PEA,1,copper_gold_concentrate,copper,125.4138658,0.070231765,,,10.03310926,18.6,,,,8,90,,,95
2012-000008502 Entree Gold Inc-f1-01883217_2-1-1,2012,2012-03-29,Entree Gold Inc,PFS,1,copper_concentrate,copper,,,,,,30.48,,63.9,10.21,,,,,
2012-000008808 Aura Minerals Inc-f1-01971153_3-1-1,2012,2012-09-04,Aura Minerals Inc,FS,1,copper_concentrate,copper,80,0.08,,,6,24.5,,,3.34,10,95.7,,,74.8
2012-000010252 Wallbridge Mining Company Limited-f1-01988819_7-1-1,2012,2012-10-08,Wallbridge Mining Company Limited,PFS,1,copper_concentrate,copper,306.4516129,0.55,,,15,20.6,,,11.7,7,88,,,80
2012-000014092 SnipGold Corp-f1-01913548_1-1-1,2012,2012-05-07,SnipGold Corp,PEA,1,copper_concentrate,copper,,,,,,27,,,,,,,,
2012-000016057 Tamerlane Ventures Inc-f1-01876458_1-1-1,2012,2012-03-23,Tamerlane Ventures Inc,FS,2,zinc_concentrate,zinc,200,,,,,,55.3,,,12,,85,,
2012-000016269 China Gold International Resources Corp. Ltd-f1-01985227_1-1-1,2012,2012-11-12,China Gold International Resources Corp. Ltd,PFS,1,copper_concentrate,copper,,,,,,31.96,,351.7,16.65,13,83.8,,,
2012-000016269 China Gold International Resources Corp. Ltd-f1-01985227_1-1-1,2012,2012-11-12,China Gold International Resources Corp. Ltd,PFS,4,zinc_concentrate,zinc,,,,,,,,,,,,65,,
2012-000016934 VMS Ventures Inc-f1-01906981_1-1-1,2012,2012-04-02,VMS Ventures Inc,PFS,1,copper_concentrate,copper,81.52173913,0.075,,0.5,5,24,,24.93,1.84,8,95.8,,90,96.5
2012-000019735 Andover Mining Corp-f1-01847454_1-1-1,2012,2011-11-17,Andover Mining Corp,PEA,2,zinc_concentrate,zinc,302.8326909,,,0.6,,,54,8,,9,,85,95,
2012-000025178 White Tiger Gold Ltd-f1-01987605_3-1-1,2012,2012-07-01,White Tiger Gold Ltd,PFS,1,copper_gold_concentrate,copper,80,0.08,,,,24,,,86.53,,95.8,,,96
2012-000026619 Crazy Horse Resources Inc-f1-01867920_1-1-1,2012,2012-02-28,Crazy Horse Resources Inc,PEA,1,copper_concentrate,copper,0.087,0.05,,,,27,,,,,91,,63,60
2012-000026619 Crazy Horse Resources Inc-f1-01922019_3-1-1,2012,2012-12-06,Crazy Horse Resources Inc,PFS,1,copper_concentrate,copper,50,0.05,,0.45,6,24,,48,7.2,9,95.9,,33.2,85.6
2012-000027022 Barrick North America Finance LLC-f1-01879995_1-1-6,2012,2011-12-31,Barrick North America Finance LLC,FS,1,copper_concentrate,copper,,0.3,,,,58.5,0.26,,,,96.5,,,
2012-000030669 Ivanhoe Australia Limited-f1-01915126_1-1-1,2012,2012-04-16,Ivanhoe Australia Limited,FS,2,copper_concentrate,copper,55,0.055,,,,20,,,,,,,,
2012-000030669 Ivanhoe Australia Limited-f1-01980326_3-1-1,2012,2012-11-02,Ivanhoe Australia Limited,PFS,1,copper_gold_concentrate,copper,55,0.055,,,5,24,,,0.5,9,95.8,,,94
2012-000031148 Serabi Gold plc-f1-01929507_2-1-1,2012,2012-06-28,Serabi Gold plc,PEA,1,copper_gold_concentrate,copper,161.2903226,0.272155746,,,4.97656,26,,,,7,95,,,98
2012-000033030 Intergeo MMC Ltd-f1-01908033_1-1-1,2012,2011-12-01,Intergeo MMC Ltd,PEA,1,nickel_copper_concentrate,copper,,,,,,3.08,,,1.81,2,,,,
2012-000033594 IMX Resources Limited-f1-01981915_5-1-1,2012,2012-11-05,IMX Resources Limited,PEA,1,nickel_copper_concentrate,copper,,,,,,4.2,,,,8,,,,
2013-000005717 Belvedere Resources Ltd-f1-02118272_1-1-1,2013,2013-10-02,Belvedere Resources Ltd,PEA,1,copper_concentrate,copper,63,0.063,,,5,22.5,,,82,,95,,,
2013-000005760 Sunridge Gold Corp-f1-02080601_3-1-1,2013,2013-05-16,Sunridge Gold Corp,FS,1,copper_concentrate,copper,70,0.07,,,,25,,268,8.3,10,97,,,97
2013-000005760 Sunridge Gold Corp-f1-02080601_3-1-1,2013,2013-05-16,Sunridge Gold Corp,FS,2,zinc_concentrate,zinc,190,,,,,,59,,,10,,85,,
2013-000005775 Firestone Ventures Inc-f1-02048476_1-1-1,2013,2013,Firestone Ventures Inc,PEA,1,zinc_concentrate,zinc,0,,,,,,37.1,,,1.5,,45,,
2013-000009013 Apogee Silver Ltd-f1-02022833_1-1-1,2013,2013-01-17,Apogee Silver Ltd,FS,1,zinc_concentrate,zinc,175.14,,,,,,51,411,,10,,85,70,
2013-000016508 Kootenay Silver Inc-f1-02073683_1-1-1,2013,2013-03-31,Kootenay Silver Inc,PEA,2,zinc_concentrate,zinc,,,,,,,54.5,,,,,,,
2013-000023668 McEwen Mining Inc. ( US Gold Corporation)-f1-02129007_3-1-1,2013,2013-08-01,McEwen Mining Inc. ( US Gold Corporation),PEA,1,copper_concentrate,copper,80,,,,,99.99,,,,,100,,,99.7
2013-000023892 Northern Freegold Resources Ltd-f1-02043058_2-1-1,2013,2013-04-09,Northern Freegold Resources Ltd,PEA,1,copper_concentrate,copper,,,,,,,,,,,,,,
2013-000023892 Northern Freegold Resources Ltd-f1-02043058_2-1-1,2013,2013-04-09,Northern Freegold Resources Ltd,PEA,3,copper_concentrate,copper,,,,,,,,,,,,,,
2013-000023995 Arian Silver Corporation-f1-02065398_1-1-1,2013,2013-05-23,Arian Silver Corporation,PEA,2,zinc_concentrate,zinc,,,,,,,,,,,,95,95,
2013-000024219 Zincore Metals Inc-f1-02102106_1-1-1,2013,2013-08-06,Zincore Metals Inc,PFS,2,lead_zinc_concentrate,zinc,392.9411765,,,,,,48.97,,,15,,80,,
2013-000024909 Rambler Metals and Mining plc-f1-02134785_1-1-1,2013,2011-11-01,Rambler Metals and Mining plc,PEA,1,copper_concentrate,copper,,,,,,28,,,,8,96,,,
2013-000026723 Southeast Asia Mining Corp-f1-02065996_1-1-1,2013,2013-03-31,Southeast Asia Mining Corp,PEA,2,zinc_concentrate,zinc,225,,,,,,54,,,8,,85,70,
2013-000026910 Primero Mining Corp-f1-02039971_1-1-1,2013,2012-05-11,Primero Mining Corp,FS,1,copper_concentrate,copper,,,,,,55.5,3.3,12400,34.3,,73,,73,
2013-000029557 Yellowhead Mining Inc-f1-02012574_1-1-1,2013,2012-03-29,Yellowhead Mining Inc,FS,1,copper_concentrate,copper,60,0.06,,,,25.5,,70.98,1.79,8,96.5,,90,90
2013-000031165 Mawson West Limited-f1-02149069_1-1-1,2013,2013-12-12,Mawson West Limited,PFS,1,copper_concentrate,copper,,,,,,60,,1768,,10,,,,
2014-000002432 Pan American Silver Corp-f1-02159847_1-1-1,2014,2013-12-31,Pan American Silver Corp,PEA,2,zinc_concentrate,zinc,,,,,,,,,,9,,,,
2014-000003827 Wildcat Silver Corporation-f1-02155649_1-1-1,2014,2013-12-10,Wildcat Silver Corporation,PFS,1,copper_concentrate,copper,77.16176965,0.07,,,,61,,,,,98,,,
2014-000004588 Continental Precious Minerals Inc-f1-02168893_1-1-1,2014,2014-02-06,Continental Precious Minerals Inc,PEA,1,copper_concentrate,copper,,,,,,,,,,,,,,
2014-000004588 Continental Precious Minerals Inc-f1-02168893_1-1-1,2014,2014-02-06,Continental Precious Minerals Inc,PEA,2,zinc_concentrate,zinc,,,,,,,,,,,,,,
2014-000007869 Mercator Minerals Ltd-f1-02157936_1-1-1,2014,2012-11-08,Mercator Minerals Ltd,PEA,1,copper_concentrate,copper,80,0.08,,,,27,,,,7,96.3,,,91
2014-000008250 Northland Resources S.A-f1-02180596_1-1-1,2014,2014-01-24,Northland Resources S.A,FS,2,copper_gold_concentrate,copper,83.33333333,0.075,,,6,25,,,7.1,10,96.65,,,
2014-000008301 Trevali Mining Corporation-f1-02208589_1-2-1,2014,2014-05-13,Trevali Mining Corporation,PEA,2,copper_concentrate,copper,,,,,,20,,394,3.1,,95,,,
2014-000008301 Trevali Mining Corporation-f1-02208589_1-2-1,2014,2014-05-13,Trevali Mining Corporation,PEA,3,zinc_concentrate,zinc,,,,,,,50,126,,,,85,,
2014-000009131 Euromax Resources Ltd-f1-02234956_2-1-1,2014,2014-06-05,Euromax Resources Ltd,PFS,1,copper_concentrate,copper,75,0.075,,,5,24,,,,10,95.83,,,97
2014-000011649 InZinc Mining Ltd-f1-02204980_1-1-1,2014,2014-03-17,InZinc Mining Ltd,PEA,1,zinc_concentrate,zinc,210,,,,,,55,,,,,,,
2014-000011649 InZinc Mining Ltd-f1-02204980_1-1-1,2014,2014-03-17,InZinc Mining Ltd,PEA,2,copper_concentrate,copper,70,0.07,,,,29,,180,16,,,,,
2014-000016057 Tamerlane Ventures Inc-f1-02181779_1-1-1,2014,2014-03-14,Tamerlane Ventures Inc,FS,1,zinc_concentrate,zinc,204,,,,,,60,,,12,,85,,
2014-000023735 Duluth Metals Limited-f1-02265653_2-1-1,2014,2014-08-20,Duluth Metals Limited,PFS,1,copper_concentrate,copper,108.6956522,0.1,,,,25,,60,2.7,8,99,,,
2014-000025411 Xtierra Inc-f1-02198936_1-1-1,2014,2014-04-28,Xtierra Inc,PEA,2,zinc_concentrate,zinc,205,,,,,,42.9,91.4,,8,,85,,
2014-000028675 Discovery Ventures Inc-f1-02215154_1-1-1,2014,2014-05-26,Discovery Ventures Inc,PEA,1,copper_concentrate,copper,220,0.22,,1,10,24,,300,120,8,96.5,,90,97.5
2014-000031165 Mawson West Limited-f1-02295404_1-1-1,2014,2014-11-30,Mawson West Limited,FS,3,copper_concentrate,copper,65,0.065,,,,28,,,,8,95,,,
2014-000031795 Santacruz Silver Mining Ltd-f1-02270963_2-1-1,2014,2014-09-04,Santacruz Silver Mining Ltd,PEA,1,zinc_concentrate,zinc,190,,,,,0.41,53.81,106,,,,85,,
2014-000034516 Chieftain Metals Corp-f1-02288920_1-1-1,2014,2014-10-20,Chieftain Metals Corp,FS,1,copper_concentrate,copper,150,0.15,,0.5,6,21,5.1,1300,22,8,96.5,,90,95
2014-000034516 Chieftain Metals Corp-f1-02288920_1-1-1,2014,2014-10-20,Chieftain Metals Corp,FS,3,zinc_concentrate,zinc,165,,,,,0.7,60,80,0.8,8,,85,,
2015-000003353 Excellon Resources Inc-f1-02361109_1-2-1,2015,2015-07-09,Excellon Resources Inc,PEA,2,zinc_concentrate,zinc,79.33194154,,,1.65,,,51,352.16,,4.2,,84.2,51.5,
2015-000004264 Global Minerals Ltd-f1-02302451_1-1-1,2015,2014-12-12,Global Minerals Ltd,PEA,1,copper_concentrate,copper,133.3333333,0.12,,0.6,,27.8,,6570,,10,96,,95,
2015-000008483 Alacer Gold Corp-f1-02326985_1-2-1,2015,2015-03-27,Alacer Gold Corp,FS,1,copper_concentrate,copper,65,0.065,,,,46.7,,,,10,96,,,
2015-000019503 Panoro Minerals Ltd-f1-02413208_2-1-1,2015,2015-09-22,Panoro Minerals Ltd,PEA,1,copper_concentrate,copper,85,0.085,,0.5,5,27,,130,11.5,8,96.3,,88,94
2015-000027965 Ecuador Gold and Copper Corp-f1-02358631_1-1-1,2015,2015-05-19,Ecuador Gold and Copper Corp,PEA,1,copper_concentrate,copper,,,,,,,,,,,,,,
2015-000029300 Rathdowney Resources Ltd-f1-02337292_2-2-1,2015,2014-12-31,Rathdowney Resources Ltd,PEA,1,zinc_concentrate,zinc,244.4444444,,,,,,56,,,10,,85,,
2015-000031453 Pilot Gold Inc-f1-02308581_1-1-1,2015,2014-12-20,Pilot Gold Inc,PEA,1,copper_gold_concentrate,copper,92,0.092,,,7,30.6,,50.6,19.7,12,96,,,96
2016-000000204 GoldQuest Mining Corp-f1-02552025_1-1-1,2016,2016-09-27,GoldQuest Mining Corp,PFS,1,copper_concentrate,copper,90,0.085,,,5,13,,39.8,45.5,8,96.5,,90,97.5
2016-000002894 Abacus Mining & Exploration Corporation-f1-02446208_1-1-1,2016,2016-02-19,Abacus Mining & Exploration Corporation,FS,1,copper_concentrate,copper,80,0.08,,0.5,5,25,,30,16.4,8,96,,90,96.5
2016-000002899 NGEx Resources Inc-f1-02445738_1-1-1,2016,2016-02-12,NGEx Resources Inc,PEA,1,copper_concentrate,copper,85,0.085,,0.3,5,29,,70.3,10.4,8,96.5,,90,95.5
2016-000008502 Entree Gold Inc-f1-02463061_1-1-1,2016,2016-03-29,Entree Gold Inc,FS,1,copper_concentrate,copper,2,,,,,23,,,,7,,,,
2016-000009131 Euromax Resources Ltd-f1-02445372_1-1-1,2016,2016-02-16,Euromax Resources Ltd,FS,1,copper_gold_concentrate,copper,91.39784946,0.085,,0.4,5,24,,110,28,7,95.83,,,97
2016-000016002 Gold Reach Resources Ltd-f1-02457915_1-1-1,2016,2016-01-01,Gold Reach Resources Ltd,PEA,1,copper_concentrate,copper,100,0.05,,0.5,5,27,,,,8,96,,96,96
2016-000022162 Golden Dawn Minerals Inc-f1-02487437_2-1-1,2016,2016-03-24,Golden Dawn Minerals Inc,PEA,2,copper_gold_concentrate,copper,80,0.0005,,,5,23,,,97,10,95,,,95.5
2016-000023269 INV Metals Inc-f1-02528799_1-1-1,2016,2016-08-29,INV Metals Inc,PFS,2,copper_concentrate,copper,150,0.15,,0.3,7,30,,1577,111,10,96.5,,75,80
2016-000024066 AQM Copper Inc-f1-02506315_1-1-1,2016,2016,AQM Copper Inc,PFS,1,copper_concentrate,copper,90,0.09,,,4,28,,,2.9,9.5,96.9,,,90
2016-000030617 K92 Mining Inc-f1-02541048_1-4-1,2016,2016-11-25,K92 Mining Inc,PEA,1,copper_gold_concentrate,copper,270,,,,,20,,,250,,97,,90,97.7
2016-000032332 Reservoir Minerals Inc-f1-02487035_1-1-1,2016,2016-03-31,Reservoir Minerals Inc,PEA,2,copper_concentrate,copper,90,0.09,,,,55.3,,,4.6,,96.75,,,
2016-000032332 Reservoir Minerals Inc-f1-02487035_1-1-1,2016,2016-03-31,Reservoir Minerals Inc,PEA,3,copper_concentrate,copper,220,0.22,,,,37,,,7.6,,96.5,,,
