report_id,year,effective_date,company,study_type,concentrate_id,concentrate_name,concentrate_type,tc_usd_per_dmt,cu_rc_usd_per_lb,zn_rc_usd_per_lb,ag_rc_usd_per_oz,au_rc_usd_per_oz,cu_grade_pct,zn_grade_pct,ag_grade_gpt,au_grade_gpt,moisture_pct,cu_payability_pct,zn_payability_pct,ag_payability_pct,au_payability_pct
2016-000032588 Toachi Mining Inc-f1-02455144_1-1-1,2016,2016-01-14,Toachi Mining Inc,PEA,2,copper_concentrate,copper,,,,,,32.7,1.7,376.4,31.6,,,,,
2016-000032588 Toachi Mining Inc-f1-02455144_1-1-1,2016,2016-01-14,Toachi Mining Inc,PEA,3,zinc_concentrate,zinc,,,,,,1.4,30.6,53.1,1.5,,,,,
2016-000034365 RTG Mining Inc-f1-02478329_1-1-1,2016,2016-05-02,RTG Mining Inc,FS,1,copper_concentrate,copper,97.35,0.09735,,,,30,,200,20,9,,,,
2016-000036217 Heron Resources Limited-f1-02509900_1-1-1,2016,2016-07-19,Heron Resources Limited,FS,1,zinc_concentrate,zinc,204,,,,,0.6,51,100,0.5,10.8,,85,70,
2016-000036217 Heron Resources Limited-f1-02509900_1-1-1,2016,2016-07-19,Heron Resources Limited,FS,3,copper_concentrate,copper,90,0.09,,,,24,2.3,125,0.89,10.8,96.6,,90,90
2017-000001691 Hudbay Minerals Inc. ( HudBay Minerals Inc.)-f1-02604944_1-1-2,2017,2017-03-30,Hudbay Minerals Inc. ( HudBay Minerals Inc.),FS,1,copper_concentrate,copper,80.46870264,0.08,,0.5,,34.3,,323,2.1,8,96.5,,90.5,100
2017-000001787 Teck Resources Limited-f1-02587903_1-1-1,2017,2017-02-03,Teck Resources Limited,FS,1,copper_concentrate,copper,90,0.09,,,,27,,47.8,,10,96.5,,,
2017-000002068 SOLITARIO EXPLORATION & ROYALTY CORP-f1-02649783_1-1-1,2017,2014-03-03,SOLITARIO EXPLORATION & ROYALTY CORP,PEA,1,zinc_concentrate,zinc,170,,,,,,53.4,66,,8,,85,70,
2017-000002753 CANADIAN ZINC CORPORATION-f1-02688765_1-1-1,2017,2017-09-28,CANADIAN ZINC CORPORATION,FS,2,zinc_concentrate,zinc,172,,,,,,59,136,,,,85,70,
2017-000004947 Yorbeau Resources Inc-f1-02711026_2-1-1,2017,2017-12-06,Yorbeau Resources Inc,PEA,1,copper_concentrate,copper,100,0.09,,0.7,5,25,,437,5.47,8,96,,92,82
2017-000004947 Yorbeau Resources Inc-f1-02711026_2-1-1,2017,2017-12-06,Yorbeau Resources Inc,PEA,2,zinc_concentrate,zinc,180,,,,,,55,53,,8,,85,2,
2017-000005955 Serengeti Resources Inc-f1-02613342_2-1-1,2017,2017-04-03,Serengeti Resources Inc,PEA,1,copper_gold_concentrate,copper,,,,,,24,,,,,,,,
2017-000005967 Amerigo Resources Ltd-f1-02603294_1-1-1,2017,2016-12-31,Amerigo Resources Ltd,PEA,1,copper_concentrate,copper,135.8241758,0.09735,,,,30.26,,54,,9,,,,
2017-000006221 Fortuna Silver Mines Inc-f1-02689529_1-1-1,2017,2017-10-31,Fortuna Silver Mines Inc,FS,1,copper_concentrate,copper,,,,,,65.5,,188,0.2,50,,,,
2017-000007875 Skeena Resources Limited-f1-02630480_1-1-1,2017,2017-04-20,Skeena Resources Limited,PEA,1,copper_gold_concentrate,copper,85,0.085,,0.4,5,22,0.184,82,28.2,8,96.5,,98.5,98.5
2017-000008301 Trevali Mining Corporation-f1-02690655_5-2-1,2017,2017-10-26,Trevali Mining Corporation,PEA,1,zinc_concentrate,zinc,,,,,,0.39,50,72,,,,85,65,
2017-000008301 Trevali Mining Corporation-f1-02690655_5-2-1,2017,2017-10-26,Trevali Mining Corporation,PEA,3,copper_concentrate,copper,,,,,,20,2.02,154,,,95,,95,
2017-000010750 Geologix Explorations Inc-f1-02587974_1-1-1,2017,2017-01-19,Geologix Explorations Inc,PEA,1,copper_concentrate,copper,97.35,0.097,,0.5,5,25.7,,,32.8,8,96.5,,90,97.5
2017-000013503 Bear Creek Mining Corporation-f1-02687108_1-1-1,2017,2017-09-13,Bear Creek Mining Corporation,FS,2,zinc_concentrate,zinc,145,,,,,,53.8,331,,8,,85,74,
2017-000013727 MAG Silver Corp-f1-02710844_1-1-1,2017,2017-10-21,MAG Silver Corp,PEA,2,zinc_concentrate,zinc,235,,,,,,50.5,459,1.14,9,,85,70,65
2017-000020880 Rosita Mining Corporation-f1-02613447_2-1-1,2017,2017-03-06,Rosita Mining Corporation,PEA,1,copper_concentrate,copper,,,,,,,,,,,,,,
2017-000022162 Golden Dawn Minerals Inc-f1-02592894_2-12-1,2017,2017-05-05,Golden Dawn Minerals Inc,PEA,1,copper_gold_concentrate,copper,80,0.05,,,5,23,,,97,10,95,,,95.5
2017-000037372 AuRico Metals Inc-f1-02649947_1-1-1,2017,2017-07-14,AuRico Metals Inc,FS,1,copper_gold_concentrate,copper,80,0.08,,0.4,6,22,,87.5,40,8,95.5,,90,97
2017-000042760 Mason Resources Corp-f1-02625112_1-1-1,2017,2017-03-03,Mason Resources Corp,PEA,1,copper_concentrate,copper,80,0.08,,1,10,30,,36,1.65,8,96.67,,97,97
2017-000042897 Golden Arrow Resources Corporation-f1-02641369_1-1-1,2017,2016-12-31,Golden Arrow Resources Corporation,PFS,2,zinc_concentrate,zinc,230,,,,,,45,5000,,18,,85,75,
2017-000043429 Ero Copper Corp-f1-02673886_1-1-2,2017,2017-06-01,Ero Copper Corp,FS,1,copper_concentrate,copper,78.5,0.0785,,,,26,,,,10,96,,,
2017-000043521 VM Holding S.A-f1-02677003_1-1-2,2017,2017-07-13,VM Holding S.A,PEA,1,zinc_concentrate,zinc,203,,,,,,50,0.6,,8,,85,,
2017-000043521 VM Holding S.A-f1-02677003_1-1-6,2017,2017-07-26,VM Holding S.A,PEA,2,zinc_concentrate,zinc,210,,,,,,50.4,240,,10,,85,70,
2017-000043521 VM Holding S.A-f1-02677003_1-3-2,2017,2017-07-25,VM Holding S.A,PEA,1,zinc_concentrate,zinc,302,,,,,,40,,,11,,,,
2018-000004884 Nevsun Resources Ltd-f1-02803204_2-1-1,2018,2018-06-19,Nevsun Resources Ltd,PFS,1,copper_gold_concentrate,copper,966,,,,,26,,,5.7,,93,,,32
2018-000005208 Telson Mining Corporation-f1-02753739_1-1-1,2018,2018-03-30,Telson Mining Corporation,PEA,1,zinc_concentrate,zinc,,,,,,,48.1,251.6,2.1,,,,,
2018-000005277 Polymet Mining Corp-f1-02745589_1-1-1,2018,2018-03-26,Polymet Mining Corp,FS,1,copper_concentrate,copper,85,,,,,27,,,,10.4,96.5,,,
2018-000005833 Nautilus Minerals Inc-f1-02734259_1-1-1,2018,2018-01-01,Nautilus Minerals Inc,PEA,1,copper_concentrate,copper,86.42,0.1,,40,5,27.5,,,,10,95,,30,50
2018-000007701 ZincX Resources Corp-f1-02802129_1-1-1,2018,2018-06-20,ZincX Resources Corp,PEA,2,zinc_concentrate,zinc,190,,,0.5,,,52.4,19,,8,,85,85,
2018-000008808 Aura Minerals Inc-f1-02820570_1-1-1,2018,2018-01-31,Aura Minerals Inc,FS,1,copper_concentrate,copper,167,,,,,23.1,,202,12.4,,96.5,,90,90
2018-000008846 Great Panther Silver Limited-f1-02795635_3-1-1,2018,2018-07-13,Great Panther Silver Limited,PEA,2,zinc_concentrate,zinc,200,,,,,,50.94,209.92,,8,,85,70,
2018-000008846 Great Panther Silver Limited-f1-02795635_3-1-1,2018,2018-07-13,Great Panther Silver Limited,PEA,3,copper_concentrate,copper,85,0.085,,,,23.21,,9046.47,15.29,8,96.5,,90,95
2018-000009698 Minera Alamos Inc-f1-02858872_2-1-1,2018,2018-07-13,Minera Alamos Inc,PEA,2,copper_concentrate,copper,80,0.08,,0.5,6,18,,1255,122.2,,96.5,,90,95.5
2018-000013198 Nevada Copper Corp-f1-02830221_1-1-1,2018,2018-08-17,Nevada Copper Corp,FS,1,copper_concentrate,copper,75,0.075,,0.5,30,26,,50,2.6,10,96.5,,90,90
2018-000017006 Aquila Resources Inc-f1-02820553_2-1-1,2018,2018-08-30,Aquila Resources Inc,FS,1,zinc_concentrate,zinc,209.7826087,,,,,,55,,,8,,85,,
2018-000017006 Aquila Resources Inc-f1-02820553_2-1-1,2018,2018-08-30,Aquila Resources Inc,FS,2,copper_concentrate,copper,86.95652174,0.08,,,,22,,,,8,96.5,,,
2018-000021345 Deer Horn Capital Inc. (Formerly Deer Horn Metals Inc.)-f1-02783548_1-1-1,2018,2018-05-31,Deer Horn Capital Inc. (Formerly Deer Horn Metals Inc.),PEA,2,zinc_concentrate,zinc,100,,0.1,,,,,,,,,85,,
2018-000026264 Ascendant Resources Inc-f1-02854966_2-1-1,2018,2018-10-22,Ascendant Resources Inc,PEA,1,zinc_concentrate,zinc,147,,,,,,51,,,11.5,,85,70,
2018-000030584 Atalaya Mining plc-f1-02774440_1-1-1,2018,2017-09-01,Atalaya Mining plc,PFS,1,copper_concentrate,copper,104.3956044,0.1,,,,29.7,,54.2,,9,96.5,,,
2018-000031889 Callinex Mines Inc-f1-02792445_2-1-1,2018,2018-05-14,Callinex Mines Inc,PEA,1,zinc_concentrate,zinc,150,,,0.5,,,,,,,,85,90,
2018-000033050 Trilogy Metals Inc. ( NovaCopper Inc.)-f1-02754710_1-1-1,2018,2018-02-20,Trilogy Metals Inc. ( NovaCopper Inc.),PFS,1,copper_concentrate,copper,76.92307692,0.07,,,,30.3,,240,0.35,9,90,,,
2018-000033050 Trilogy Metals Inc. ( NovaCopper Inc.)-f1-02754710_1-1-1,2018,2018-02-20,Trilogy Metals Inc. ( NovaCopper Inc.),PFS,3,zinc_concentrate,zinc,329.6703297,,,,,,59.2,49.6,0.55,9,,91.7,,
2018-000034410 East Africa Metals Inc-f1-02785058_3-1-1,2018,2018-04-30,East Africa Metals Inc,PEA,1,copper_gold_concentrate,copper,90,0.08,,0.5,5,26.8,,78.2,166.8,8,96.5,,92,97.5
2018-000042438 Fireweed Zinc Ltd-f1-02794233_2-1-1,2018,2018-05-23,Fireweed Zinc Ltd,PEA,2,zinc_concentrate,zinc,190,,,1.5,,,58.4,88,,8,,85,70,
2018-000045695 Solaris Copper Inc-f1-02803347_1-1-1,2018,2018-06-20,Solaris Copper Inc,PEA,1,copper_concentrate,copper,108,0.1075,,,,26.7,,,,,96.5,,90,95
2019-000006237 First Quantum Minerals Ltd-f1-02894315_1-1-1,2019,2018-12-31,First Quantum Minerals Ltd,FS,1,copper_concentrate,copper,90,0.09,,,,26.8,,,,9,96.15,,90,90
2019-000007910 ABCOURT MINES INC-f1-02910856_3-1-1,2019,2019-01-15,ABCOURT MINES INC,FS,1,zinc_concentrate,zinc,,,,,,,53.4,740.6,,8,,,,
2019-000008483 Alacer Gold Corp-f1-02898115_1-2-1,2019,2019-03-26,Alacer Gold Corp,PFS,1,copper_concentrate,copper,90,0.09,,0.5,5,29.9,3.91,174,10.1,12,,,,
2019-000008483 Alacer Gold Corp-f1-02898115_1-2-1,2019,2019-03-26,Alacer Gold Corp,PFS,2,zinc_concentrate,zinc,296,,,,,2.21,56.4,140,1.9,12,,,65,65
2019-000008483 Alacer Gold Corp-f1-02898115_1-2-1,2019,2019-03-26,Alacer Gold Corp,PFS,3,copper_concentrate,copper,95,0.09,,0.5,5,28.1,4.94,358,13,12,,,,
2019-000009850 New Age Metals Inc-f1-02948903_1-1-1,2019,2019-06-27,New Age Metals Inc,PEA,1,copper_concentrate,copper,,,,,,15.5,,,,8,85,,,87
2019-000012585 Americas Silver Corporation-f1-02918824_1-1-1,2019,2019-04-03,Americas Silver Corporation,PFS,1,zinc_concentrate,zinc,,,,,,,,,,,,,,
2019-000012585 Americas Silver Corporation-f1-02918824_1-1-1,2019,2019-04-03,Americas Silver Corporation,PFS,3,copper_concentrate,copper,,,,,,23.8,,,,,95,,95,
2019-000022850 Alexco Resource Corp-f1-02914128_1-1-1,2019,2019-03-28,Alexco Resource Corp,PFS,2,zinc_concentrate,zinc,207,,,,,,53,642,,8,,85,70,
2019-000023827 Constantine Metal Resources Ltd-f1-02941623_3-1-1,2019,2019-06-03,Constantine Metal Resources Ltd,PEA,1,copper_concentrate,copper,86,0.086,,0.75,6,24.5,,521,3.17,8,97,,90,90
2019-000023827 Constantine Metal Resources Ltd-f1-02941623_3-1-1,2019,2019-06-03,Constantine Metal Resources Ltd,PEA,2,zinc_concentrate,zinc,150,,,0.75,6,,61.3,56.7,0.49,8,,85,70,70
2019-000030240 Vendetta Mining Corp-f1-02885600_1-1-1,2019,2019-01-21,Vendetta Mining Corp,PEA,2,zinc_concentrate,zinc,201.1173184,,,,,,54,7.6,,10.5,,85,,
2019-000031610 Nevada Zinc Corporation-f1-02970403_1-1-1,2019,2019-06-27,Nevada Zinc Corporation,PEA,1,zinc_concentrate,zinc,222.2222222,,,,,,45,,,10,,85,,
2019-000040502 Adventus Mining Corporation-f1-02931067_1-1-1,2019,2019-05-02,Adventus Mining Corporation,PEA,1,copper_concentrate,copper,80,0.08,,0.5,5,22.4,,320,23.6,,,,,
2019-000040502 Adventus Mining Corporation-f1-02931067_1-1-1,2019,2019-05-02,Adventus Mining Corporation,PEA,2,zinc_concentrate,zinc,230,,,,,,53.8,,,,,,,
2020-000002899 Josemaria Resources Inc-f1-03131257_1-1-1,2020,2020-09-28,Josemaria Resources Inc,FS,1,copper_concentrate,copper,78.22,0.078,,,5,27,,71.65,14.22,10.9,96.3,,90,97
2020-000005643 American CuMo Mining Corporation-f1-03069094_1-1-1,2020,2020,American CuMo Mining Corporation,PEA,1,copper_concentrate,copper,75,0.08,,,,23,,,,10,96.5,,90,
2020-000006237 First Quantum Minerals Ltd-f1-03144495_3-1-1,2020,2020,First Quantum Minerals Ltd,PFS,1,copper_concentrate,copper,90,0.09,,,,25.3,,,4.5,10,96.2,,,90
2020-000008938 THEMAC Resources Group Limited-f1-03043389_1-1-1,2020,2018-12-11,THEMAC Resources Group Limited,FS,1,copper_concentrate,copper,85,0.085,,0.5,6,28,,4.078,0.15,8,96.5,,90,94
2020-000021551 ScoZinc Mining Ltd-f1-03088581_2-1-1,2020,2020-07-06,ScoZinc Mining Ltd,PFS,1,zinc_concentrate,zinc,245,,,,,,58.06,,,8,,85,,
2020-000023055 Rockhaven Resources Ltd-f1-03086606_1-1-1,2020,2020-07-10,Rockhaven Resources Ltd,PEA,2,zinc_concentrate,zinc,170,,,,,,48,1318,13.5,,,85,70,70
2020-000025279 Copper Mountain Mining Corporation-f1-03054525_1-1-1,2020,2020-01-31,Copper Mountain Mining Corporation,FS,1,copper_concentrate,copper,62,0.062,,,5,28,,,3,9,96.5,,,92
2020-000027371 Auryn Resources Inc-f1-03065923_1-1-1,2020,2020-05-29,Auryn Resources Inc,PEA,1,copper_concentrate,copper,90,,,,,28,,3384,555,,96,,70,98
2020-000027371 Auryn Resources Inc-f1-03065923_1-1-1,2020,2020-05-29,Auryn Resources Inc,PEA,2,lead_zinc_concentrate,zinc,140,,,,,,,17310,524,,,,95,95
2020-000033002 Wolfden Resources Corporation-f1-03112624_1-2-1,2020,2020-09-14,Wolfden Resources Corporation,PEA,1,copper_concentrate,copper,,,,,,24.8,,1059,6.19,20,95,,,
2020-000033002 Wolfden Resources Corporation-f1-03112624_1-2-1,2020,2020-09-14,Wolfden Resources Corporation,PEA,3,zinc_concentrate,zinc,,,,,,,55.7,36,0.32,20,,85,,
2020-000033595 Ivanhoe Mines Ltd-f1-03036222_1-1-1,2020,2020-03-25,Ivanhoe Mines Ltd,PFS,1,copper_concentrate,copper,86.95652174,0.08,,,,57.32,,,,8,97.73,,,
2020-000036883 Fabled Copper Corp-f1-03148081_1-1-1,2020,2020-12-02,Fabled Copper Corp,PEA,2,zinc_concentrate,zinc,,,,,,,49.16,,,,,,,
2020-000050228 Barrow Mining SpA-f1-03091665_1-1-1,2020,2020-07-20,Barrow Mining SpA,PFS,1,copper_concentrate,copper,90,0.9,,,,25.7,,47.8,,10,,,,
2020-000050542 Adriatic Metals plc-f1-03121124_1-1-1,2020,2020-04-30,Adriatic Metals plc,PEA,1,copper_concentrate,copper,85,,,,,6.6,10.5,3070,12.3,9,,,95,95
2020-000050542 Adriatic Metals plc-f1-03121124_1-1-1,2020,2020-04-30,Adriatic Metals plc,PEA,2,zinc_concentrate,zinc,230,,,,,0.4,53,320,5.1,9,,85,,
2020-000050542 Adriatic Metals plc-f1-03121124_1-1-1,2020,2020-04-30,Adriatic Metals plc,PEA,6,zinc_concentrate,zinc,,,,,,,57.84,,,9,,84.8,,
2021-000003031 Sierra Metals Inc. ( Dia Bras Exploration Inc.)-f1-03157999_1-1-1,2021,2020-08-31,Sierra Metals Inc. ( Dia Bras Exploration Inc.),PEA,2,zinc_concentrate,zinc,,,,,,,45,,,,,,,
2021-000003031 Sierra Metals Inc. ( Dia Bras Exploration Inc.)-f1-03283949_2-1-1,2021,2019-12-31,Sierra Metals Inc. ( Dia Bras Exploration Inc.),PEA,1,copper_concentrate,copper,69,,,0.35,6,25,,570,6.8,8,96,,90,92
2021-000005627 Azarga Metals Corp-f1-03262529_1-1-1,2021,2021-07-31,Azarga Metals Corp,PEA,1,copper_concentrate,copper,115,,,,,26,,1672,,8,98,,97,
2021-000005627 Azarga Metals Corp-f1-03262529_1-1-1,2021,2021-07-31,Azarga Metals Corp,PEA,2,copper_concentrate,copper,21,0.07,,0.5,,68,,6642,,8,98,,97,
2021-000008215 Talon Metals Corp-f1-03172265_1-1-1,2021,2021-01-08,Talon Metals Corp,PEA,2,copper_concentrate,copper,,,,,,29.9,,,5.88,,,,,
2021-000008301 Trevali Mining Corporation-f1-03263578_1-1-1,2021,2021-03-31,Trevali Mining Corporation,FS,1,zinc_concentrate,zinc,214.8,,,,,,51.1,,,9,,85,,
2021-000008433 Metallum Resources Inc-f1-03288400_1-1-1,2021,2021-09-15,Metallum Resources Inc,FS,1,zinc_concentrate,zinc,136.1779392,,,,,,52,,,10,,90,,
2021-000008433 Metallum Resources Inc-f1-03288400_1-1-1,2021,2021-09-15,Metallum Resources Inc,FS,2,copper_concentrate,copper,99.5023621,0.090785293,,0.378272053,4.713269784,26,,413,3.2,10,96,,90,94
2021-000017753 Imperial Metals Corporation-f1-03312274_1-1-1,2021,2021-06-30,Imperial Metals Corporation,PFS,1,copper_concentrate,copper,56,0.056,,,,24.4,,71,23.8,8,96.5,,90,
2021-000020511 COPPER FOX METALS INC-f1-03296960_3-1-1,2021,2021-09-10,COPPER FOX METALS INC,PEA,1,copper_concentrate,copper,90,0.09,,0.5,5,28,,63.1,14.1,9,96.5,,90,97
2021-000021551 ScoZinc Mining Ltd-f1-03323064_2-1-1,2021,2021-11-16,ScoZinc Mining Ltd,PFS,1,zinc_concentrate,zinc,190,,,,,,58.06,,,10,,85,,
2021-000022850 Alexco Resource Corp-f1-03228258_1-1-1,2021,2021-04-01,Alexco Resource Corp,PFS,2,zinc_concentrate,zinc,220,,,,,,52.8,750,,6,,85,70,
2021-000025928 Excelsior Mining Corp-f1-03277590_1-2-1,2021,2021-09-09,Excelsior Mining Corp,PEA,1,copper_concentrate,copper,83.77563562,,,,,9.4,,4.18,,,,,,
2021-000025928 Excelsior Mining Corp-f1-03277590_1-2-1,2021,2021-09-09,Excelsior Mining Corp,PEA,2,zinc_concentrate,zinc,,,,,,,8.2,,,,,,,
2021-000026107 Mexican Gold Mining Corp-f1-03280410_1-1-1,2021,2021-09-18,Mexican Gold Mining Corp,PEA,1,copper_concentrate,copper,65,0.065,,0.4,5,21.7,,88,33.5,8,95,,40,94
2021-000029998 Falco Resources Ltd. ( Falco Pacific Resource Group Inc.)-f1-03212353_1-1-1,2021,2021-03-18,Falco Resources Ltd. ( Falco Pacific Resource Group Inc.),FS,1,copper_concentrate,copper,,,,,,16,3.5,520,71.5,9.7,92.5,,85.9,97.2
2021-000029998 Falco Resources Ltd. ( Falco Pacific Resource Group Inc.)-f1-03212353_1-1-1,2021,2021-03-18,Falco Resources Ltd. ( Falco Pacific Resource Group Inc.),FS,2,zinc_concentrate,zinc,,,,,,,52,,,8.7,,84.5,85.9,97.2
2021-000030536 Braveheart Resources Inc-f1-03176084_1-1-1,2021,2021-01-21,Braveheart Resources Inc,PEA,1,copper_concentrate,copper,85,0.085,,,,30,,57,0.77,10,96.5,,,
2021-000030536 Braveheart Resources Inc-f1-03176084_1-1-1,2021,2021-01-21,Braveheart Resources Inc,PEA,2,nickel_copper_concentrate,copper,175,0.1,,,,2,,19,0.26,10,75,,,
2021-000031522 Rockcliff Metals Corporation-f1-03163342_1-1-1,2021,2021-01-12,Rockcliff Metals Corporation,PEA,1,copper_concentrate,copper,62,0.062,,0.5,5,31.3,1.23,,,,96.5,,90,90
2021-000031522 Rockcliff Metals Corporation-f1-03163342_1-1-1,2021,2021-01-12,Rockcliff Metals Corporation,PEA,2,zinc_concentrate,zinc,299.75,,,,,1.94,51.8,,,,,85,90,90
2021-000032328 NorthIsle Copper and Gold Inc-f1-03190061_1-1-1,2021,2021-02-04,NorthIsle Copper and Gold Inc,PEA,1,copper_gold_concentrate,copper,,,,,,25.4,,,15.9,8,96.5,,95,97.5
2021-000037111 Kutcho Copper Corp. ( Desert Star Resources Ltd.)-f1-03321014_1-1-1,2021,2021-11-08,Kutcho Copper Corp. ( Desert Star Resources Ltd.),FS,1,copper_concentrate,copper,80,0.08,,0.5,5,27.5,9.83,378,3.24,9,96.6,,90,94
2021-000037111 Kutcho Copper Corp. ( Desert Star Resources Ltd.)-f1-03321014_1-1-1,2021,2021-11-08,Kutcho Copper Corp. ( Desert Star Resources Ltd.),FS,2,zinc_concentrate,zinc,200,,,,,1.19,55.8,109,2.89,9,0,84.9,4,65
2021-000040502 Adventus Mining Corporation-f1-03316924_1-1-1,2021,2021-10-26,Adventus Mining Corporation,FS,1,copper_concentrate,copper,80,0.08,,0.5,5,27.2,,268.39,12.55,10,96.5,,90,96
